County,r1401
Adams,NR
Clear Creek,"$459,640"
Denver,"$8,482,593"
Garfield,NR
Gilpin,"$197,379"
Gunnison,NR
Jefferson,"$853,675"
Lake,NR
Ouray,NR
Park,NR
Pueblo,NR
Routt,NR
San Miguel,"$338,934"
Summit,"$1,274,208"
Weld,NR
Sum of NR Counties,"$2,415,784"
Total,"$14,022,213 "
