County,r1402
Adams,NR
Boulder,NR
Clear Creek,"$445,976"
Denver,"$8,349,069"
Garfield,NR
Gilpin,"$113,337"
Gunnison,NR
Jefferson,"$880,367"
Lake,NR
Ouray,NR
Park,NR
Pueblo,"$823,156"
Routt,NR
San Miguel,"$230,470"
Summit,"$1,063,383"
Weld,NR
Sum of NR Counties,"$2,342,715 "
Total,14248473
