County,r1408
Adams,NR
Boulder,"$3,644,021"
Chaffee,NR
Clear Creek,"$480,132"
Denver,"$15,901,236"
Eagle,"$414,091"
El Paso,NR
Garfield,"$603,468"
Gilpin,"$155,054"
Gunnison,"$309,611"
Jefferson,"$1,858,831"
Lake,NR
Larimer,"$1,340,810"
Ouray,NR
Park,NR
Pitkin,"$502,231"
Pueblo,"$1,685,115 "
Routt,NR
Saguache,NR
San Miguel,591931
Sedgwick,NR
Summit,941538
Weld,1291047
Sum of NR Counties,3801492
Total,33520608
