County,r1405
Adams,NR
Boulder,"$2,354,205"
Clear Creek,"$320,076"
Denver,"$11,300,905"
Eagle,NR
Garfield,"$292,839"
Gilpin,"$116,815"
Gunnison,NR
Jefferson,"$1,435,895"
Lake,NR
Larimer,NR
Ouray,NR
Park,NR
Pitkin,"$185,390"
Pueblo,"$1,417,017"
Routt,NR
San Miguel,"$257,276 "
Summit,545898
Weld,694205
Sum of NR Counties,2454480
Total,21375001
