County,r1403
Adams,NR
Boulder,"$1,396,479"
Clear Creek,"$524,541"
Denver,"$10,746,117"
Garfield,NR
Gilpin,"$131,685"
Gunnison,NR
Jefferson,"$1,056,723"
Lake,NR
Ouray,NR
Park,NR
Pitkin,NR
Pueblo,"$1,196,018"
Routt,NR
San Miguel,"$319,620"
Summit,"$1,427,935"
Weld,NR
Sum of NR Counties,3082513
Total,19881631
