County,r1409
Adams,NR
Archuleta,NR
Boulder,"$3,314,834"
Chaffee,NR
Clear Creek,"$375,860"
Denver,"$14,364,191"
Eagle,"$379,890"
El Paso,NR
Garfield,"$537,711"
Gilpin,"$138,821"
Gunnison,"$255,533"
Jefferson,"$1,701,706"
Lake,NR
La Plata,NR
Larimer,"$1,378,589"
Morgan,NR
Ouray,NR
Park,NR
Pitkin,316259
Pueblo,1386314
Routt,NR
Saguache,NR
San Miguel,501532
Sedgwick,NR
Summit,726128
Weld,1201206
Sum of NR Counties,3766783
Total,30345357
