County,r1407
Adams,NR
Boulder,"$3,192,671"
Clear Creek,"$473,299"
Denver,"$14,518,417"
Eagle,NR
El Paso,NR
Garfield,"$403,958"
Gilpin,"$160,328"
Gunnison,"$307,664"
Jefferson,"$1,699,749"
Lake,NR
Larimer,"$1,083,910"
Ouray,NR
Park,NR
Pitkin,"$505,148"
Pueblo,"$1,985,679"
Routt,NR
Saguache,NR
San Miguel,548213
Sedgwick,NR
Summit,981349
Weld,1168267
Sum of NR Counties,2838140
Total,29866792
