County,r1406
Adams,NR
Boulder,"$2,593,735"
Clear Creek,"$396,938"
Denver,"$12,245,778"
Eagle,NR
Garfield,"$392,391"
Gilpin,"$145,630"
Gunnison,NR
Jefferson,"$1,445,315"
Lake,NR
Larimer,NR
Ouray,NR
Park,NR
Pitkin,"$322,473"
Pueblo,"$1,571,864"
Routt,NR
San Miguel,"$451,452 "
Sedgwick,NR
Summit,686139
Weld,795293
Sum of NR Counties,2931074
Total,23978082
