County,r1410
Adams,NR
Arapahoe,NR
Archuleta,NR
Boulder,"$3,477,557"
Chaffee,NR
Clear Creek,"$338,132"
Denver,"$14,895,186"
Eagle,"$356,123"
El Paso,NR
Garfield,"$553,834"
Gilpin,NR
Gunnison,"$184,394"
Jefferson,"$1,714,442"
Lake,NR
La Plata,NR
Larimer,"$1,523,402"
Morgan,NR
Ouray,NR
Park,NR
Pitkin,246079
Pueblo,1245865
Routt,NR
Saguache,NR
San Miguel,278409
Sedgwick,NR
Summit,632225
Weld,1126809
Sum of NR Counties,4613528
Total,31185985
